1080,1.0
552,4.0
329,3.0
1210,3.0
14000067,0
14000092,0
235,5.0
14000094,0
14000037,0
2003,3.5
66,2.0
14000089,0
110,5.0
14000087,0
56757,3.5
56949,3.0
2022,5.0
910,5.0
14000036,0
1079,5.0
14000082,0
14000069,0
14000040,0
34,4.0
5027,3.0
14000025,0
59369,4.0
127108,5.0
364,4.0
14000075,0
112175,3.0
457,5.0
59369,3.0
45431,3.5
1320,3.5
4979,3.5
788,1.0
14000062,0
494,2.0
1729,4.0
3210,3.0
1240,4.0
592,2.0
62553,5.0
14000036,0
89864,5.0
562,3.0
361,4.0
364,5.0
1209,5.0
1288,3.5
1148,3.0
88125,5.0
14000005,0
14000000,0
1041,4.5
14000079,0
14000024,0
3671,2.0
14000060,0
14000009,0
383,3.0
31685,4.0
116797,5.0
2529,2.0
71282,4.0
296,5.0
2959,2.0
14000039,0
33166,3.0
14000040,0
299,3.0
3668,4.5
106696,3.0
2028,5.0
103335,3.5
14000005,0
1276,4.0
14000083,0
165,2.5
118696,4.0
14000016,0
106072,4.0
117176,5.0
7439,3.5
926,4.0
2513,3.5
1387,5.0
14000070,0
3210,3.0
2065,3.0
14000085,0
923,4.0
1183,3.5
14000010,0
122,4.0
14000050,0
14000052,0
14000010,0
2,4.0
133133,4.0
14000020,0
2194,4.5
1186,1.5
2858,5.0
106489,3.5
3752,3.0
1270,5.0
6765,3.5
5995,4.0
40819,3.0
14000047,0
14000019,0
88163,4.5
529,4.0
14000050,0
14000078,0
1193,5.0
745,4.5
2403,5.0
14000069,0
143462,2.5
14000046,0
6367,4.5
14000078,0
79091,4.5
3948,2.5
4508,4.0
14000042,0
370,3.0
1682,4.5
5040,4.5
14000099,0
2701,3.0
3793,3.0
14000059,0
45672,0.5
3556,4.5
3578,4.5
122882,3.5
56757,5.0
637,3.0
14000078,0
2762,4.5
14000027,0
1265,4.0
14000067,0
7143,3.5
6,3.0
1224,3.0
2617,3.5
70286,2.5
14000001,0
14000097,0
14000034,0
296,5.0
2078,4.0
2249,3.0
2587,4.0
14000018,0
140,3.0
4085,2.0
4226,5.0
541,4.0
14000044,0
268,4.0
14000098,0
14000030,0
14000070,0
14000036,0
14000002,0
1030,2.0
1291,4.0
80094,2.0
14000011,0
524,3.0
1221,4.5
1196,4.5
852,3.0
14000064,0
14000013,0
14000063,0
4306,5.0
6283,3.5
1639,5.0
1265,4.0
3977,3.0
8957,3.0
2396,4.0
14000070,0
14000029,0
14000070,0
14000079,0
109487,4.0
14000033,0
160438,4.0
5816,3.5
115210,4.0
14000075,0
14000061,0
56174,3.5
14000042,0
1597,3.5
119145,4.5
14000041,0
3000,5.0
858,4.0
3925,5.0
750,5.0
1089,0.5
160,3.0
101577,3.5
100843,3.5
14000009,0
53000,4.0
88140,3.0
968,3.5
2115,2.5
1207,3.5
6,4.5
14000081,0
7311,1.5
1222,4.0
3450,4.0
122904,5.0
415,3.0
2617,2.0
162414,2.0
99114,4.0
2571,3.0
14000018,0
26242,4.0
14000016,0
14000047,0
14000062,0
14000004,0
3897,2.0
1517,0.5
41569,2.0
74458,3.5
14000031,0
30749,4.5
410,4.0
1210,1.0
1230,2.5
14000000,0
14000010,0
3494,4.0
296,5.0
5415,4.0
14000080,0
49272,5.0
2329,5.0
3849,4.0
3424,4.0
14000017,0
14000017,0
91529,5.0
55820,3.5
79091,3.0
1370,2.0
14000026,0
14000034,0
2565,4.5
263407,4.0
14000058,0
14000023,0
2959,4.5
1210,3.0
1196,5.0
5349,1.5
920,2.0
59315,4.0
785,3.0
14000018,0
58803,4.0
4855,3.5
1036,4.0
14000001,0
5418,4.5
14000027,0
30850,3.5
838,2.0
14000053,0
14000090,0
112175,4.5
81564,4.0
14000054,0
1206,5.0
63113,2.5
135133,5.0
9,3.0
474,4.0
3764,3.0
750,2.5
1748,4.0
14000010,0
2683,3.5
252,3.0
377,3.0
14000041,0
14000058,0
2959,5.0
47,4.0
14000083,0
14000011,0
36,3.0
14000046,0
14000079,0
14000011,0
4447,1.0
3120,4.0
112171,4.0
14000067,0
14000022,0
318,1.0
14000049,0
778,5.0
608,3.0
4015,3.0
5989,0.5
2606,4.0
111,5.0
1196,4.0
86332,5.0
5388,2.5
14000054,0
114762,5.0
14000086,0
14000032,0
14000017,0
112175,4.5
81537,4.5
14000017,0
3916,4.5
1920,0.5
4344,3.5
147,2.0
14000037,0
1291,2.0
367,4.0
55269,3.5
2797,5.0
65802,3.0
5952,5.0
3752,2.0
882,3.0
1580,4.0
590,4.0
14000085,0
2,3.0
2502,4.0
377,3.0
5944,2.0
4427,5.0
14000006,0
14000000,0
6942,4.5
14000066,0
106489,2.5
14000014,0
14000012,0
14000050,0
527,4.0
190,3.0
908,3.0
81537,3.0
327,1.0
648,1.0
14000038,0
14000021,0
2529,3.0
1287,4.5
4159,3.5
14000098,0
58559,4.5
2355,5.0
334,5.0
3189,4.0
300,4.0
14000027,0
14000051,0
14000082,0
14000078,0
6565,2.5
97938,5.0
72998,4.5
14000038,0
5816,4.0
2340,1.5
1343,4.0
4306,4.0
80831,4.0
14000006,0
1252,2.5
91529,5.0
1050,5.0
8368,4.0
79132,4.0
608,5.0
5349,3.0
2683,3.0
88129,3.5
1680,4.0
39435,2.5
379,2.5
2371,2.0
112556,5.0
14000007,0
115617,4.0
778,5.0
14000019,0
14000039,0
81845,4.0
14000007,0
14000095,0
7143,4.5
14000050,0
25,4.0
1223,5.0
1257,4.0
10,2.0
455,1.0
3114,3.5
2161,4.0
14000032,0
14000099,0
14000056,0
14000085,0
70286,3.0
595,4.5
5782,4.5
922,4.5
14000052,0
111781,5.0
551,4.0
1541,3.0
96861,4.5
14000038,0
14000047,0
8874,4.5
1909,1.5
14000004,0
14000058,0
14000026,0
47,4.5
592,3.0
55261,3.5
2455,4.0
2359,3.5
3418,4.0
14000090,0
901,3.5
7387,4.5
14000039,0
14000021,0
85414,4.0
223204,3.5
93838,4.0
596,3.0
2762,5.0
14000020,0
116797,3.0
14000019,0
154065,3.0
920,3.5
14000030,0
1210,5.0
364,4.0
14000088,0
14000033,0
858,3.5
2973,4.5
14000002,0
2699,2.0
14000083,0
380,2.0
4995,2.5
40815,4.0
51255,4.5
85295,2.0
93840,3.0
2502,4.0
14000060,0
59315,4.0
