527,3.0
231,2.0
4306,3.5
14000003,0
47,3.0
4993,3.0
296,5.0
2959,5.0
14000001,0
4306,3.5
788,5.0
14000007,0
356,5.0
14000009,0
4306,2.0
30749,1.5
318,4.0
7153,3.0
1,3.0
919,3.0
14000006,0
4993,4.5
356,4.0
1968,4.0
318,3.5
47,5.0
48385,3.5
1917,4.0
480,4.0
14000003,0
79132,3.5
349,4.0
47,5.0
1923,4.0
2571,4.5
1917,2.0
858,4.0
318,5.0
858,5.0
953,5.0
14000006,0
14000006,0
356,3.0
14000008,0
79132,4.0
47,4.0
2871,4.0
593,5.0
480,5.0
318,5.0
2959,5.0
4306,2.5
260,5.0
14000006,0
14000004,0
14000009,0
661,5.0
14000006,0
1210,3.0
14000006,0
14000002,0
1923,2.0
4226,3.5
5952,4.0
7153,3.0
5952,3.0
480,3.5
296,4.0
858,3.5
4306,3.0
47,3.0
14000000,0
356,3.5
527,3.0
4993,5.0
2959,3.5
527,5.0
919,3.0
5952,4.0
150,4.5
4226,5.0
1617,5.0
231,2.0
4226,4.5
4993,3.0
628,4.0
260,2.5
260,5.0
231,3.0
858,3.0
1617,4.0
4226,3.5
2571,4.0
1235,5.0
356,5.0
47,3.0
356,5.0
14000002,0
14000009,0
4226,4.5
14000006,0
2571,4.0
1073,3.0
858,3.0
260,3.0
318,4.0
8368,3.0
14000008,0
1617,3.5
2959,5.0
47,4.5
14000006,0
14000000,0
4993,4.5
1210,5.0
2571,4.5
480,3.0
5952,5.0
4226,4.0
1210,5.0
858,4.5
2959,4.0
527,4.5
4306,5.0
14000001,0
8368,4.0
5952,4.0
1968,3.0
14000005,0
349,3.0
953,3.0
14000002,0
79132,4.0
480,3.0
4993,5.0
14000005,0
899,5.0
2997,4.0
4993,5.0
527,5.0
79702,4.0
14000000,0
14000005,0
356,4.0
349,3.0
296,4.0
858,5.0
480,3.0
858,3.0
14000005,0
47,5.0
14000007,0
14000009,0
356,4.0
14000009,0
57669,4.0
593,4.0
50,5.0
4226,5.0
14000004,0
527,5.0
527,4.0
50,5.0
14000008,0
14000007,0
150,3.0
14000003,0
57669,1.0
14000000,0
14000009,0
1917,4.0
1210,5.0
527,3.5
260,1.0
2959,4.5
953,3.5
1721,4.5
2959,4.0
14000009,0
14000008,0
14000005,0
593,2.0
2959,5.0
56367,5.0
14000007,0
4239,5.0
2571,4.5
1968,5.0
2959,5.0
2959,4.5
14000006,0
14000000,0
14000006,0
79132,5.0
260,3.0
2959,4.0
50,3.5
296,4.0
349,2.0
14000000,0
260,4.5
150,3.0
216,3.0
260,3.5
14000004,0
8464,5.0
2020,5.0
919,2.0
2571,5.0
14000005,0
231,1.0
8368,4.0
14000008,0
4239,3.5
7153,5.0
79132,5.0
14000004,0
1917,2.0
2959,5.0
79132,5.0
14000000,0
14000002,0
1036,4.0
260,5.0
14000002,0
296,4.0
14000005,0
480,4.0
150,4.0
260,4.5
14000000,0
5952,5.0
14000002,0
858,1.5
14000000,0
14000009,0
1,2.5
2959,3.5
953,5.0
1210,4.0
1036,3.5
1721,5.0
14000008,0
14000004,0
2959,4.0
14000002,0
14000009,0
2959,5.0
296,5.0
4306,5.0
2959,3.0
7153,4.5
79132,5.0
14000004,0
1721,4.0
3555,4.0
14000007,0
56367,3.5
1,4.0
858,3.5
296,3.5
14000009,0
2997,3.0
14000004,0
231,5.0
14000008,0
14000002,0
4226,4.5
4993,4.5
318,5.0
5952,1.5
2571,5.0
5952,4.5
14000002,0
14000001,0
14000001,0
150,4.0
593,4.0
4993,5.0
349,4.0
527,5.0
14000008,0
150,4.0
14000002,0
2694,4.5
2959,3.0
480,5.0
14000002,0
1210,4.0
1036,3.5
318,5.0
296,4.0
296,5.0
527,4.0
14000006,0
527,3.0
14000008,0
1210,4.0
480,1.0
14000007,0
14000002,0
2571,5.0
858,1.0
349,3.5
14000005,0
47,3.0
14000007,0
14000002,0
150,3.0
14000003,0
231,1.0
231,3.0
356,4.0
14000007,0
480,3.5
79132,5.0
2959,4.5
57669,5.0
14000003,0
47,5.0
4226,5.0
14000004,0
1917,3.0
7153,5.0
7153,2.0
5952,3.0
2959,5.0
57669,5.0
14000001,0
150,4.0
14000003,0
1721,2.0
8464,3.0
14000007,0
899,3.5
1721,3.0
8464,3.5
231,4.0
356,2.0
318,4.0
1617,4.0
4306,4.0
14000004,0
5952,0.5
5952,5.0
899,5.0
150,3.0
79132,4.0
349,3.0
2571,4.5
356,3.0
480,5.0
14000006,0
296,5.0
57669,4.0
14000003,0
1210,4.0
56367,3.0
14000004,0
8368,4.5
260,5.0
2959,5.0
14000009,0
4993,4.5
296,5.0
2959,3.5
356,2.5
593,5.0
14000004,0
14000009,0
1617,4.0
318,5.0
527,5.0
14000006,0
14000007,0
4993,4.5
4993,5.0
318,3.0
527,5.0
1923,2.0
14000004,0
4226,4.0
14000004,0
14000007,0
593,5.0
318,5.0
14000005,0
47,3.0
8464,3.0
5952,2.0
1617,5.0
1617,3.5
14000001,0
593,4.0
216,4.0
8368,4.0
2871,4.0
4226,4.0
953,4.0
480,4.0
2959,4.5
318,4.5
57669,3.5
8368,5.0
14000007,0
5464,3.5
231,5.0
260,5.0
14000004,0
5952,4.5
47,4.5
14000002,0
14000006,0
2997,4.0
2571,5.0
14000002,0
356,4.5
231,3.0
1073,4.0
1210,4.0
2571,4.0
356,5.0
1,5.0
47,5.0
1073,3.0
14000004,0
14000004,0
480,3.0
1210,5.0
899,4.0
318,3.5
296,5.0
858,3.5
14000001,0
79132,4.0
1,4.0
8368,4.0
4226,5.0
318,5.0
14000006,0
858,4.0
2571,3.0
4993,4.0
7153,5.0
14000003,0
318,4.5
79702,4.0
57669,3.5
527,5.0
1036,3.5
1923,1.0
14000004,0
2959,2.5
2571,3.5
50,4.0
14000008,0
4306,3.0
2571,5.0
2571,5.0
1,3.5
14000008,0
5952,4.5
14000008,0
2571,5.0
14000007,0
4239,4.5
14000008,0
858,3.0
150,4.0
593,4.0
150,4.0
4993,2.0
296,3.0
14000003,0
4993,4.5
14000006,0
14000002,0
356,2.0
2997,4.5
2571,3.5
899,3.0
480,4.5
788,3.0
14000004,0
4993,3.5
788,4.0
14000006,0
14000006,0
1917,4.0
47,4.0
1923,1.0
14000004,0
14000007,0
5952,2.5
2571,4.5
14000005,0
14000006,0
4306,3.5
260,0.5
296,3.0
14000001,0
14000003,0
106487,3.5
1210,5.0
1210,5.0
296,5.0
14000000,0
858,5.0
1,5.0
260,3.0
1210,3.0
260,5.0
14000004,0
260,1.0
14000006,0
5952,2.5
1036,4.0
1923,4.0
14000006,0
296,2.5
7153,4.5
4993,4.0
14000005,0
14000007,0
8368,5.0
14000005,0
2871,4.0
14000009,0
14000009,0
56367,3.0
79132,5.0
1917,2.0
1923,4.0
14000003,0
50,5.0
480,2.0
527,3.5
150,4.5
1721,1.5
1917,4.0
2571,4.0
1210,2.0
5952,3.5
593,5.0
356,1.0
356,5.0
231,2.5
356,4.5
349,4.0
4306,4.0
47,3.5
14000008,0
14000005,0
14000001,0
47,4.5
8464,1.0
480,5.0
47,2.0
260,5.0
260,4.0
79132,5.0
356,5.0
1721,5.0
318,3.0
1917,5.0
79132,5.0
4306,4.0
480,5.0
1,3.5
14000000,0
296,5.0
2959,5.0
356,5.0
8464,2.0
14000000,0
14000005,0
2571,4.0
14000009,0
14000001,0
47,4.0
14000004,0
50,4.0
53125,3.0
50,5.0
14000000,0
4226,4.0
4239,3.5
356,3.5
14000002,0
48385,2.0
50,4.0
1073,3.0
1617,4.0
1210,5.0
356,3.0
1,5.0
356,4.0
858,4.0
2571,4.5
50,3.5
14000000,0
628,3.0
527,4.5
7153,5.0
14000006,0
4226,4.0
14000009,0
14000009,0
1968,5.0
349,0.5
14000003,0
1073,5.0
480,5.0
47,4.0
14000009,0
50,4.5
356,4.0
14000009,0
14000006,0
2571,4.5
356,5.0
2571,3.5
661,3.0
593,1.5
260,4.5
5952,3.0
318,5.0
14000007,0
2571,5.0
14000005,0
7153,5.0
50,4.0
480,1.0
296,4.0
14000003,0
47,5.0
47,4.0
480,4.0
14000009,0
50,5.0
